,Unnamed: 0,내용,등록일
343,194,보건복지가족부(장관 전재희)는 5월 5일 제87회 어린이날을 맞아오전 10시부터 12시까지 경기도 고양시 ‘한국국제전시장(KINTEX)’ 3층 그랜드볼룸에서 어린이와 가족아동유공자 등 2 000여명이 참석한 가운데 “나도 나만의 꿈이 있어요!”라는 주제로 기념행사를 개최한다.이번 어린이날 행사는 보건복지가족부가 주최하고 한국아동단체협의회와 한국아동복지협회가 공동 주관하는 가운데 치루어질 예정이다.이 날 정부 포상자로는 국민훈장에는 황용규(남65세성암복지재단 명진보육원장국민훈장 동백장)곽종옥(남82세풍익홈 원장국민훈장 동백장)국민포장에는 노동익(남60세 에덴보육원장)이호균(여59. 굿네이브스 부회장)진일균(남61. 원주아동센터 원장)씨가 각각 수여하게 되며대통령 표창에는 이남순(여53세) 대전인애자립생활 관장 등 6명이국무총리 표창에는 이문일(남62세) 울산광역시 동구 아동위원협의회장 등 4명과 대전광역시 소재 LG화학기술연구원이 기관단체로서 국무총리 표창을 받게 되는 등 장관표창을 포함한 176명에게 정부포상이 주어진다.이 날 행사는 식전행사제1부 기념식제2부 축하공연으로 이루어진다.1부 기념식에서는 훈․포장자 및 대통령표창과 국무총리표창 대표자모범어린이에 대한 정부포상 수여식이 거행되고5월 1일 어린이UN포럼에서 채택된 결과물이 보건복지가족부 장관에게 전달된다.행사 진행은 2009 어린이날 및 어린이주간 홍보대사로 위촉된 오상진 아나운서가 진행하고 2부 축하공연에서는 송 솔나무의 감동 플루트 연주와 동물복장을 하고 ‘산중호걸’ 내용에 맞춰 퍼포먼스를 펼치는 ‘붐붐’인기 아이돌 그룹 ‘샤이니’의 공연이 펼쳐진다.또한 행사장에는 어린이 공모전에서 선정된 수상 작품들이 전시된다.이 날 기념식에서는 어린이에 대한 국가적 관심과 어린이가 중심이 되는 사회 분위기 조성을 위해 ‘아동 친화적인 나라’ 만들기 전 국민 참여 '100만인 서명운동'을 전개한다.‘아동 친화적인 나라’는 ①아동이 건강하게 성장하는 나라②아동에 대한 폭력과 차별이 없는 나라③아동이 다양한 문화체험과 교육받을 기회가 주어지는 나라④아동이 자신의 의견을 마음껏 표현할 수 있는 나라이다.,2009-05-04
344,196,보건복지가족부ㆍ경찰청ㆍ한국자살예방협회는 최근 인터넷을 통한 자살이 잇달아 발생하는 등 사회문제화 되고 있는 것과 관련인터넷을 통해 동반 자살자를 모집하거나 자살방법을 제공하는 행위는 개인의 표현의 자유를 넘어 자살을 부추기거나 합리화하는 분위기를 확산시킬 수 있는 만큼이러한 인터넷상 유해정보를 조기에 강력히 근절해야 한다는 데에 인식을 같이하고 ‘생명을 존중하는 인터넷 공간을 조성하기 위하여’ 공동으로 나서기로 하였다.이를 위해 경찰청은’09. 5. 4～ 5. 17(2주간) 사이버 명예경찰인 ‘누리캅스’(1 160명)와 협조하여 ‘자살 유해정보에 대한 집중 모니터링’을 실시하고[신고대상]동반 자살자 모집자살 의사를 표명하는 콘텐츠자살 방법 등 자살 관련 정보를 제공하는 콘텐츠청산가리 등 독극물 및 총기․도검 판매 콘텐츠기타 잔혹하거나 혐오감을 일으키는 등 생명 경시 풍조의 콘텐츠발견된 자살 유해정보에 대해서는 포털․방송통신심의위원회와 협조하여 즉시 삭제․폐쇄하는 한편자살방조․독극물 판매 등 현행법 위반 사안에 대해서는 엄정하게 수사사법처리할 예정이다.4. 30 현재까지 강원 동반자살 관련 자살카페(suicide04) 운영자 등 구속 3명불구속 3명수사 중 14건보건복지가족부는자살 관련글 게시자 등 자살 위험자에 대하여 자살을 예방하고 구호하기 위해 전국 경찰관서와 156개 ‘광역ㆍ지역 정신 보건센터’를 연계24시간 무료 상담을 지원하고특히 지속적인 관심이 필요한 대상자에 대해서는 방문ㆍ내소ㆍ전화 상담 등을 통해 체계적이고 지속적인 예방활동을 전개할 예정이다.그 밖에도 보건복지가족부ㆍ한국 자살예방협회는 생명의 소중함을 일깨우기 위해 자살 예방 포스터(16만부)와 청소년 교육용 시청각 교재를 개발전국 관공서ㆍ학교ㆍ공공장소 등에 배포하고동반자살 시도자 이상행동 징후 식별 및 조치요령 등을 상세히 기재한 ‘스티커형 홍보자료’를 제작전국 숙박업소 등에 배포하여 자살 위험자에 대한 신고를 유도하는 한편포털과 협조하여 자살 관련 ‘금칙어’를 확대하고자살예방 애니메이션ㆍ자가검진 서비스 등 자살 예방을 위한 교육과 홍보를 적극 전개해 나갈 예정이다.이번 대책은인터넷을 통한 동반자살 등을 개인의 선택이나 사회현상으로 간주방치하지 않고인터넷상 자살관련 유해정보의 유통을 근본적으로 차단하고 근절하기 위해 관련기관이 함께 나섰다는 데에 의미가 있으며이를 계기로 불법정보 모니터링 및 단속(경찰청)자살 예방 및 위험자 관리(보건복지가족부)ㆍ국민교육 및 홍보(한국자살예방협회) 등이 유기적으로 이루어짐으로써 인터넷이 보다 건전하고 따뜻한 공간으로 거듭날 수 있을 것으로 기대된다.한편관련 기관들은 이번 공동대책을 계기로 관련 제도개선 및 인프라 확충 등의 중장기 대책을 마련할 예정임을 밝힘과 동시에이러한 정부나 기관의 대책만으로는 인터넷 유해정보의 근절에 한계가 있는 만큼포털의 모니터링 강화 등 자정 노력과 함께 인터넷을 사용하는 네티즌들의 각성이 무엇보다도 중요하다고 거듭 강조하였다.,2009-05-04
345,198,국민연금공단(이사장 박해춘www.nps.or.kr)은 가정의 달 5월을 맞아 ‘행복’‘가족’‘노후’를 소재로 하는 ‘행복한 노후상상’ 이벤트를 홈페이지를 통해 5. 4(월)부터 한 달 동안 전개한다.이번 이벤트는 행복한 노후를 보내기 위한 생활아이디어 및 UCC사진 공모전과 부모님이나 조부모님께 핸드폰으로 사랑의 문자보내기 이벤트로 구성되어 있다.아이디어 및 UCC사진 공모전에서는 응모작의 완성도보다 참신성과 흥미로운 구성 등을 중심으로 심사하여 우수작품을 선정미니노트북과 전자사전PMPMP3 등을 상품으로 지급하며 ‘사랑의 문자 보내기’ 이벤트에서는 1인당 2건의 무료 문자를 참여자 전원에게 제공하고 참여자 중 10명을 추첨하여 본인이 원하는 곳으로 꽃다발을 보내준다.자세한 사항은 국민연금 홈페이지 참조공단 관계자는 “최근 어려운 경제여건 속에서도 국민연금 임의가입자가 증가하는 등 노후 준비에 대한 관심이 증가하고 있다”면서 “이번 ‘노후상상’ 이벤트가 노후준비의 필요성과 가족의 의미를 되새겨 보는 계기가 되길 기대한다”고 이벤트 취지를 밝혔다.,2009-05-04
346,176,금년 하반기부터 국내에서 판매되는 분유제품에 중국어베트남어 등 다국어로 제품안내가 표기된다.보건복지가족부(장관 전재희)는 5. 6일(수) 국내 4대 분유업체와의 회의를 통해 국내에서 판매되는 주요 분유제품에 대하여 다국어로 정보를 제공키로 협의하였다.4대 분유업체 : 남양유업매일유업일동후디스파스퇴르유업(가나다 순)금번 복지부와 4개 업체와의 협의(복지부 가족정책관과 업체 관계자)는 주요 언론보도와 정책 현장의 목소리를 통해 분유 사용에 애로를 겪는 결혼이민자들의 사례들이 알려지면서 추진되었으며분유업체들의 적극적인 협조를 통해 결혼이민자들에게 필요한 조치가 가능하게 되었다.4개 분유업체의 65개 품목과 관련한 다국어 정보가 ①홈페이지 게재②홈페이지 주소 제품용기에 표기③묶음 포장의 겉면에 표기④제품 내 설명서 삽입 등의 형태로 제공된다.4개 분유업체 출시품목 65개 전체(“붙임 1 : 분유업체별 다국어 정보 제공 방안” 참고)업체별로 홈페이지에는 많게는 7개 언어로 사용방법·주의사항영양 성분 등을 표시하고기타 제품포장 등에 다국어를 표기하는 방법은 업체별 특성에 맞게 시행한다.“붙임 1 : 분유업체별 다국어 정보 제공 방안” 참고제조 공정 및 재고 소진 등 각 업체별 사정에 맞추어 금년 하반기(6월∼9월)부터 다국어표기를 실시할 예정이다.복지부는 금번 “분유제품 다국어 정보 제공” 사례와 같이 현장의 목소리에 귀를 기울여민관이 협력하여 결혼이민자들의 불편을 해소하고 삶의 질을 높일 수 있는 방안을 지속적으로 발굴시행할 계획이라고 밝혔다.,2009-05-06
347,178,질병관리본부(본부장 : 이종구)는 인체자원 확보·활용을 통한 질병극복의 새 지평을 연 한국인체자원은행사업(Korea Biobank Project)의 성공적인 사업추진에 따른 유공자 포상 등 기념행사와 1주년 기념 심포지움을 개최한다.한국인체자원은행사업(Korea Biobank Project)의 일환으로 발족된 인체자원중앙은행(National Biobank of Korea)은 지난 1년간 단위은행 신설과 연계체계 구축뿐만 아니라 은행운영 표준화를 추진하였다.질병관리본부는 ‘08년 12월 현재까지 코호트 인체자원 15만7천여 명분을 수집하고 총8만9천 건의 분양실적을 이루었고 ‘08년 신설·지정된 8개소 단위은행을 통해 3만3천여 명의 질환군 인체자원을 수집하고 6천여 건을 분양하였다.‘09년 4개소 단위은행을 추가하는 등 ’12년까지 20개소 단위은행으로 지원을 확대하여코호트 인체자원 30만 명질환군 인체자원 20만 명분과 병원체자원 1만5천주를 확보할 계획이다.이번 행사는 인체자원 활용성 제고를 위한 자원은행 운영·관리를 주제로 특별 연자로 초청된 삼성암연구소 백순명 소장이 ‘한국인체자원은행사업이 나아갈 방향’에 대해 미국 국립유방암임상연구협회(NSABP)에서 구축한 인체자원은행의 경험을 바탕으로 발표하고백순명 소장: 세계적인 유방암 항체치료제 분야의 대가로 주목 받고 있으며미국 국립유방암임상연구협회(NSABP) 병리과장 겸임인체자원은행과 병원체자원은행의 운영 및 자원활용에 관한 국내 각 분야 전문가의 발표가 진행될 예정이다.,2009-05-06
348,181,국민건강보험공단(이사장 정형근이하“공단”)은 장기요양기관에 입소하고 있거나 입소를 희망하는 노인장기요양보험수급자의 입소시설 선택 요인을 분석한 결과 가족의 거주지에서 가까운 요양시설에 입소하여 생활하기를 원하는 것으로 나타났다고 밝혔다.공단은 이번 분석에서 서울부산 등 광역시지역 시설에 대한 입소희망율이 110%인데 반해군지역 시설 입소희망율은 81% 수준에 머무르고 있어 수급자나 그 가족이 요양시설을 선택할 때에는 시설의 환경이나 청결상태와 같은 시설상태도 살펴보지만접근성이 용이하여 가족들이 부모님을 집 가까이에서 안심하고 요양시킬 수 있는 시설을 선호하고 있다고 발표하였다.또지방자치단체가 설립한 시설에 대한 입소희망율이 143%로 사회복지법인(90%)이나 개인(80%)이 운영하는 시설보다 높아수급자와 그 가족은 수익성 위주로 운영하는 민간시설 보다는 공익성이 강한 공공기관이 운영하는 시설을 선호하는 것으로 나타났다.이는우리나라 고유정서상 요양시설에 전적으로 부모님을 맡겨 놓는 것 보다는 집 가까운 시설에 모시고 가족이 자주 찾아 부모님에게 정서적 안정을 주면서 자식된 도리를 하고자 하는 마음이 반영된 현상으로 보인다.그러나종교단체에서 운영하는 시설과 비 종교단체에서 운영하는 시설을 비교한 결과 별다른 차이가 없는 것으로 나타나 요양시설을 선택할 때에는 종교여부는 별다른 영향을 미치지 않는 것으로 나타났다.따라서앞으로는 수급자가 생활권내 시설을 이용하기 편리하게 시설이 모자라는 서울ㆍ 부산 지역 등 광역시 중심으로 인프라 확충을 추진해야 할 것으로 보인다.특히 서울지역은 지가가 높아 민간이 참여하기 힘들어 공공 부분의 참여가 절실한 상황이며수급자들도 공공기관이 운영하고 있는 시설을 선호하고 있어 정부와 지자체 등 공공부분의 적극적인 역할이 필요한 시점이라고 밝혔다.,2009-05-06
349,182,보건복지가족부 중앙인플루엔자대책본부(본부장 전재희 장관)는 질병관리본부 정밀 조사결과신종인플루엔자 A(H1N1) 추정환자 2명 중 1명이 확진환자로 판명되었다고 밝혔다. 첫 번째 확진환자의 접촉자로 지난 5월 1일 격리되었던 2번째 추정환자 (여/44세)는 세포배양검사 결과바이러스가 분리되고 염기서열이 확인되어 5월 5일 확진환자로 결정되었다.확진된 환자의 건강상태는 양호하여 5월 6일 중으로 퇴원할 예정이다.이로써 현재까지 확진환자 2명추정환자 1명이 보고되었다.,2009-05-06
350,184,보건복지가족부(장관 전재희)는 알레르기질환의 올바르고 실천 가능한예방관리 방법을 알리기 위해 5월 6일(수) ‘세계 천식의 날(5월 첫째주 화요일)’을 기념하여 서울대학교 치과병원에서 (사)한국천식알레르기협회와 공동으로 “아토피천식 예방관리 심포지움”을 개최한다.본 심포지움에서는 잘못 알려진 건강상식에 대하여 질병별로 전문가를 초빙하여 건강에 대한 오해를 해소하고 올바른 정보를 제공할 것으로 기대된다.심포지움 내용은 지난 해 5월 설치된 ‘서울특별시 아토피·천식 교육정보센터’에서 금년 2월까지 접수된 1 915건의 상담내용을 바탕으로 정리한 것으로잘못 알려진 건강상식 중 대표적인 것으로 ‘스테로이드는 부작용이 심하므로 사용을 피해야 한다’‘계란우유 등 단백질 음식은 무조건 피해야 한다’ 등이 있었다.또한 특정방법으로 알레르기질환을 완치할 수 있다고 믿는 경우도많은 것으로 나타났는데그 이유는 알레르기질환은 퇴치·완치가 아니라 조절·관리해야 하는 대상이라는 인식이 부족했기 때문인 것으로 보인다.그간 보건복지가족부는 알레르기질환의 올바른 예방관리 방법을 알리기 위해 2008년에 5개 전문학회 및 협회와 협력하여 「아토피·천식 예방관리 수칙」을 제정하여 국민에게 통일되고 일관된 관리방침을 제공하여 왔다.특히 이들 학회·협회와 공동으로 매칭펀드를 조성하여 예방관리수칙을 알리는 TV 공익광고를 제작․송출하고 있는데이번 ‘세계 천식의 날’을 맞아 집중적인 홍보를 수행한다.※ 참여 단체 : 대한천식알레르기호흡기학회대한소아알레르기호흡기학회대한이비인후과학회대한피부과학회(사)한국천식알레르기협회또한 알레르기 질환이 20세 미만의 소아와 청소년들에서 유병률이 가장 높고이들이 학업에 지장을 받거나 학교를 결석하는 등 고통을 겪고 있음에 따라 ‘아토피·천식 안심학교 프로그램’을 마련하고 관계자 워크숍을 개최한다.[중·고등학생들의 알레르기질환 유병률 및 알레르기질환으로 인한 결석률]중·고등학생들의 알레르기질환 유병률 및 알레르기질환으로 인한 결석률의사진단유병률일상생활 및 학업지장률결석률아토피피부염18.5%33.1%4.5%천식8.0%31.4%13.3%알레르기비염26.3%64.9%7.2%원문보기,2009-05-06
351,167,"보건복지가족부(장관 전재희)는 잠재수요가 높은 반면 공급이 부족한 사회서비스 분야에서 1) ‘기존 사회안전망 프로그램이 충분히 제공하지 못하는 가족과 공동체를 위한 새로운 서비스’2) ‘다양한 복지수요에 근거한 지역별 맞춤형 서비스’3) ‘최소한 평균소득 이하의 서민들이 제공받을 수 있는 보편적 서비스’를 제공하는 ""지역사회서비스 청년사업단“ 약 200곳(총 사업비 554억원개소당 평균 2.8억원 지원일자리40개 창출)을 선정할 예정이라고 밝혔다.이달 8일부터 25일까지 공모를 거쳐 선정되는 청년사업단은 경기위축으로 구직에 어려움을 겪고 있는 청년 실직자를 위한 일자리 7 920개를 제공하게 될 전망이다.청년 실업자 316천명(‘09.2월 고용통계)기존 사회서비스 사업은 중고령 여성 등 고용취약계층에게 적합한 일자리 위주이고행정안전부의 희망근로프로젝트는 차상위 계층 이하의 생계책임자를 위한 일자리 위주로 운영될 예정이어서 청년층실업자를 위한 정부의 일자리 지원이 더욱 다양화될 필요성이 제기되고 있다.돌봄서비스의 경우 여성 비중 92%40대 이상 76%이번 사업에 참여하고자 하는 지자체는 청년사업단을 운영하고자 하는 기관의 신청을 받아 보건복지가족부의 공모에 응하면 된다.[제공기관 신청자격]고등교육법 제2조에 규정된 학교(예시 : 대학산업대학교육대학전문대학기술대학 등)동 학교내 산학협력단 및 유사조직 형태 포함고등교육법 제2조의 학교와 컨소시엄형(예시 : 대학간 컨소시움대학과 민간기관의 컨소시움 등)기타지자체장이 동사업 목적을 달성할 능력을 갖추었다고 인정하는 기관 (예 : 사회복지법인 등)",2009-05-07
352,163,2009.5.6일 (19:02 인터넷 게재) mbn “분유제품정보 다국어 표기” 및 2009.5.6일 (19:08 인터넷 게재) ytn “분유제품정보 다국어 표기” 기사에 대해 다음과 같이 해명합니다.기사 주요내용올 하반기부터 국내에서 판매되는 분유의 제품정보를 다국어로 제공해야 하며분유통 겉면에는 홈페이지 주소가 의무화 됨설명내용홈페이지 게재 등의 방법으로 다국어로 분유제품에 대한 정보를 안내하기로 한 것은 분유업체의 자발적인 협조에 의하여 이루어진 것으로 법적 근거나 지침 등에 의하여 다국어 표기가 의무화 되는 것은 아님을 밝힙니다.복지부 5.6일자 보도자료 “분유제품 표기도 이제는 다문화시대!” 참고,2009-05-07
353,165,보건복지가족부 중앙인플루엔자대책본부(본부장 전재희 장관)는 질병관리본부 정밀 검사결과신종인플루엔자 A(H1N1)의 3번째 추정환자가 확진환자로 판명되었다고 밝혔다.환자는 4.26. KE018편 비행기(첫번째 확진환자 탑승)로 입국하였으며 4.28. 질병관리본부 전화 추적조사시에는 기침증상만 있어발열 등 급성호흡기증상 발생시 보건소로 신고해줄 것을 당부받음4.29. 발열 및 인후통 증상이 발생하여 4.30 보건소를 방문함4.30. 보건소에서 검체채취항바이러스제 투여N95마스크 제공 및 인체감염 예방수칙 교육을 실시하고 자택격리 시킴.5.2. 질병관리본부 PCR 검사결과(21:00)신종인플루엔자A(H1N1)이 확인되어 추정환자로 분류되어 곧바로 국가지정 음압 격리병상에 입원(5.3. 00:40) 조치되었다.5.7. 최종확진검사(세포배양검사) 결과확진환자로 판명되었으나환자 건강상태는 호전되어 금일중으로 퇴원예정이다.질병관리본부 중앙역학조사반은 확진환자의 감염경로에 대한 정밀 조사를 실시하고 있다.첫 번째 확진환자와 동일한 비행기를 탑승한 점에 주목하여 항공기내에서의 접촉으로 감염되었을 가능성도 검토하고 있으며동 환자가 미국에서 약 6개월간 거주하였으며LA공항에서 약 2시간 동안 체류하여 미국에서의 감염가능성을 완전히 배제할수 없는 상황이라고 밝혔다.한편접촉자에 대한 역학조사 결과 가족(4명)을 포함한 긴밀한 주요 접촉자(친구버스 운전사)는 감염여부를 확인하기 위한 검사를 시행한 결과 모두 음성으로 나타났으며통상 잠복기인 7일이 경과된 현재까지 긴밀한 접촉자 모두 건강한 상태를 유지하고 있어 금번 확진환자로 인한 지역사회로의 전염은 우려하지 않아도 될 것임다만발병하기 하루 전인 4.28.에 시외버스를 이용하여 지방을 다녀온 사실이 확인되었으나시외버스 동승자 12명중 버스 운전사 1명을 제외한 11명에 관한 개인정보는 확인할 수 없어대책본부는 해당 버스를 동승하신 분들의 자발적인 신고를 당부하였다.[환자가 이용하였던 시외버스]’09.4.28(화) 오전 9:30분 수원발-동대전행(9명)’09.4.28(화) 오후 18:40분 동대전발-수원행(2명),2009-05-07
354,168,보건복지가족부(장관 전재희)는 2009. 5. 8일 「제37회 어버이 날」을 맞이하여 효행자 114명장한어버이 15명노인복지 기여단체 등 52명어버이날 관련 유공자 총 181명에게 훈․포장 및 표창을 수여한다고 발표하였다.훈장 4명포장 5명대통령표창 16명 및 총리표창 20명 등 45명에 대하여는 시ㆍ도지사가 전수하고보건복지가족부 장관 표창 136명은 시․군․구청장이 5.8일 어버이날에 전수할 예정이다.국민훈장을 받는 수상자 4명과 우수프로그램의 주요 공적은 다음과 같다.국민훈장 동백장(서영란)국민훈장 목련장(진송정노복례)국민훈장 석류장(배순규)대통령표창(제주특별자치도)총리표창(충북 옥천군광주광역시 서구),2009-05-07
355,170,국민연금공단(이사장 박해춘www.nps.or.kr)은 8일(금) 어버이날을 맞아 1사1촌 자매결연 농촌마을인 강원도 횡성군 도곡리 마을 어르신들을 모시고 경로잔치를 연다.이날 행사는 국민연금공단이 매년 5월 가정의 달을 맞이하여 어르신과 불우아동에 대한 이웃사랑을 직접 실천하기 위한 것으로올해는 자매결연마을 어르신들을 모시고 정성스레 마련한 음식을 대접하며카네이션 달아드리기와 함께 어울려 즐길 수 있는 레크리에이션 행사도 진행된다.또한 5월 15일(금)에는 어린이재단 직영 ‘한사랑장애영아원’의 중증장애아동과 함께하는 문화체험 나들이도 추진할 예정이다.,2009-05-07
356,175,2009.5.6일자 연합뉴스① “공기업 노조 모럴해저드 백태”② “공공기관 노조인사경영 깊숙 관여” 기사에 대해 다음과 같이 해명합니다.기사 주요내용국민연금공단은 창립기념일에 기념품을 지급토록 규정하거나 명절에 효도선물을 주고 있다....국민연금공단 등 일부 기관은 조합원이 순직 또는 공상 등으로 일을 하지 못할 경우 퇴직과 동시에 배우자나 직계 자녀 1인을 특별채용하는 조항을 갖고 있다.설명내용①에 대하여는 사실이 아님을 알려드립니다.②에 대하여는인사규정은 아닌 단체협약에 순직한 노조원의 유가족 생계를 배려하는 차원에서 자녀 등을 우선채용할 수 있는 내용은 있지만 실제 적용한 사례는 없습니다.아울러 이런 내용이 적절치 않다고 판단되어 이를 개선하는 방향으로 노사간 협의 중임을 알려드립니다.,2009-05-07
357,173,보건복지가족부는 5월 가정의 달을 맞아 [우리엄마Smile Again] 이라는 주제의 온라인 프로모션을 별도의 독립 블로그에서(http://www.smilemom.kr) 5월 한 달간 진행한다.[우리엄마Smile Again] 온라인 프로모션은 가족을 위해 늘 헌신하고 양보만 하는 엄마들의 수고와 고마움을 국민들과 함께 생각해 보자는 취지에서 마련되었으며 대한민국 모든 엄마들과 그 자녀들가족 모두가 이 캠페인의 주인공이다.자녀양육에 큰 관심을 두고 있는 20~30대 초보엄마가족과 본인의 건강을 중요하게 생각하는 40~50대 중년의 엄마노후 걱정이 많은 60대 이후 노년의 엄마들에게 힘이 되는 보건복지정책을 웹툰이나 플래시애니메이션UCC 등의 친근한 콘텐츠로 제작하여 블로그를 통해 국민들에게 쉽게 다가갈 수 있도록 했다.제공되는 멀티미디어 콘텐츠 : 아이사랑카드아이돌보미서비스생애전환기 검진암검진치매검진 및 노인장기요양보험기초노령연금 등 8개 정책이 밖에 생애전환기 건강검진 등 국가 검진을 받아 본 국민들의 체험수기와 보육정책 아이디어 공모엄마들에게 유용한 정책들을 널리 입소문 내는 스크렙 이벤트가 진행되고 있는데오픈 후 3일 만에 300여 개의 게시 글이 올라올 정도로 네티즌들의 활발한 참여가 이어지고 있다.이벤트 우수 참여자에게는 추첨을 통해 제주도 왕복항공권 및 스파 무료이용권외식상품권 등 푸짐한 혜택이 제공된다.이번 [우리엄마Smile Again] 프로모션에는 「엄마를 부탁해」의 신경숙 작가를 비롯연극 「친정엄마와 2박3일」의 여주인공 전미선 배우최근 초보엄마가 된 탤런트 김지영 씨가 함께 참여하며만화가로도 활동중인 개그맨 임혁필 씨가 ‘치매검진’에 대한 웹툰을 선보이기도 한다.,2009-05-07
358,161,보건복지가족부(장관 전재희)는 인체조직의 건강보험 적용을 위해 건강보험심사평가원에 관련 전문가들로 구성된 인체조직전문평가위원회를 두어 인체조직의 요양급여 대상여부 및 가격 결정 등에 대한 평가를 실시할 계획이다.따라서 앞으로는 인체조직전문평가위원회에서 경제성과 급여의 적정성 등을 고려하여 인체조직의 요양급여 대상여부 및 가격을 평가함으로써 인체조직이식재의 건강보험급여 적용이 가능하게 되어 국민의료비 부담이 줄고 국민보건 향상에 이바지할 것으로 기대된다.복지부는 이를 위해 2005년「인체조직안전및관리등에관한법률」을 시행하여 인체조직의 안전성 확보와 조직은행을 통한 인체조직 공급의 제도적 기틀을 마련한 바 있다.추진일정은 5월초「인체조직안전및관리등에한법률 시행규칙」 개정안 입법예고와「인체조직의 요양급여대상 여부 및 가격결정 등에 관한 기준(고시)」제정안 입안예고규제심사 및 법제처심사 등을 거쳐 7월초 공포ㆍ시행할 계획이다.,2009-05-08
359,159,보건복지가족부(장관 전재희)는 의료분야 서비스산업 선진화 방안을 확정해 5월 8일(금) 서비스산업 선진화 방안 민관합동회의에 보고할 예정이다.이번 선진화 방안은 새로운 의료서비스 시장의 발굴·육성소비자 선택권 보장의료제도 규제 선진화 등 3가지 정책방향에서 건강관리서비스 시장 형성양·한방 협진 제도화중소병원 전문화의료채권제도 도입의료기관 경영지원사업(MSO) 활성화의료법인 합병 등 다양한 추진 과제를 포함하고 있다.복지부는 이번 선진화 방안이 그동안 상대적으로 소홀했던 의료 산업화에 대한 관심을 제고하고 고용증가해외환자 유치 활성화 등으로 경제위기 극복에도 큰 도움이 될 것으로 기대하고 있다.한편찬반논란이 있는 투자개방형 의료법인(영리의료법인)의 도입 문제는 복지부내 정부의료계시민단체학계 등이 참여하는 사회적 논의기구를 구성하여 다양한 의견을 수렴하고 연구용역을 통해 도입 필요성·효과 등에 대한 객관적 검증작업을 거친 후올해 11월에 정책방향을 결정할 예정이다.,2009-05-08
360,157,009.5.8일자 한경닷컴의 “영리의료법인 또 보류” 기사에 대해 다음과 같이 해명합니다.기사 주요내용기존 비영리 의료법인과는 별도로 병의원의 마케팅인사재무구매 등 서비스를 맡을 수 있는 “경영지원회사(MSO)'도 오는 10월 법 개정을 통해 허용하기로 했다. 이에 따라 여러 개의 병원을 자회사로 거느린 병원 지주회사 설립이 가능해질 전망이다.설명내용금번 서비스 선진화 방안에 포함된 「의료기관 경영지원사업 활성화」의 내용은 의료법인의 부대사업 범위를 확대하여 의료법인이 의료기관 경영지원사업*을 할 수 있도록 하는 내용이며병원 지주회사의 허용과는 관련이 없음을 알려 드립니다.의료기관을 대상으로 의료업의 효과적인 수행에 필요한 마케팅인사재무구매 등의 의료 이외의 서비스를 제공하는 사업으로의료기관으로 자본을 조달할 수는 없음참고로의료기관에 자본을 조달하는 형태의 MSO(병원 지주회사)는 투자개방형 의료법인 도입 여부와 함께 검토되어야 할 사항으로서금번에 발표한 「의료기관 경영지원사업 활성화」 방안에는 포함되지 않았음을 알려드립니다.,2009-05-08
361,140,국민건강보험공단(이사장 정형근) 건강보험정책연구원이 2008년도 의원급 의료기관 외래 진료비 지급자료를 토대로 분석하여 발표한 내용에 따르면 표시과목별 1일 평균 건강보험 외래 진료환자수는 이비인후과의원이 101명으로 최고였고그 뒤를 이어 정형외과 94명소아청소년과 85명신경외과 81명 순으로 나타났다.분석대상은 46 936개 의원(2008년말 기준연도중 개설 또는 폐업된 의료기관 제외)으로서분석대상 전체의 건강보험 외래 1일 평균 진료환자 수는 의원 1개소당 42명의사 1인당 36명이었다.표시과목별 의원수는 치과와 한방과일반을 제외하면 내과가 3 502개소로 가장 많았고소아청소년과가 1 998개소이비인후과가 1 779개소로 그 뒤를 이었다.표시과목별 의원 1개소당 건강보험 연간 외래 진료비 규모는 2008년도 기준으로 정형외과가 연평균 4억7 300만원으로 최고였고그 뒤를 이어 신경외과 4억700만원재활의학과 3억9 700만원내과 3억7 200만원이비인후과 3억5 300만원 순이었다.(분석대상 기관수가 1개소뿐인 핵의학과 제외)2008년말 기준분석대상 전체의원 46 936개소의 2008년 연간 건강보험 외래 진료비는 의원 1개소당 평균 1억9 000만원이고이 중 건강보험공단이 부담한 금액은 1억3 800만원으로서 72.6% 였다.분석대상 의원에 근무하는 의사수는 2008년말 기준으로 모두 54 724명으로 나타났는데이는 분석대상 의원 1개소당 평균 1.17명이 근무하고 있다.표시과목별 의원 1개소당 근무 의사수는 병리과 2.36명영상의학과 1.46명산부인과 1.45명피부과 1.38명 순이었고표시과목별 의사 1인당 연간 건강보험 외래 진료비 규모는 2008년도 기준으로 정형외과가 연평균 4억1 100만원으로 최고였고그 뒤를 이어 재활의학과 3억7 200만원신경외과 3억6 000만원마취과 3억2 000만원이비인후과 3억400만원 순이었다.(분석대상 기관수가 1개소뿐인 핵의학과 제외)작성기준대상년도 : 2006~2008년도 진료비 지급기준분석대상 : 의원(표시과목별) 건강보험 외래 진료환자1일 외래 진료환자수 : 연간 내원일수 총계 / 288일288일 : 월 24일 × 12개월,2009-05-11
